cohort,cohort_label,is_clinical,rule,partition,partition_key,model_class,is_published_class,seed,spec_id,n_test,n_levels_admissible,partition_sd_ratio,min_level_lp_sd,max_level_lp_sd,min_level_lp_mean,max_level_lp_mean,level_lp_mean_spread,implied_auroc_min_gaussian,implied_auroc_max_gaussian,implied_casemix_gap_gaussian,implied_auroc_min_empirical,implied_auroc_max_empirical,implied_casemix_gap_empirical,observed_auc_gap
brfss2024,BRFSS 2024,True,m30,health_plan,brfss2024|health_plan,logreg_l2,False,47,logreg_l2|s47,8978,2,1.005854217107397,1.061484642264739,1.0676988038167246,-2.2410367111181797,-1.5836821357997206,0.6573545753184591,0.7551584858518707,0.7602590795072626,0.0051005936553918385,0.7543103940339397,0.7621478170343746,0.007837423000434884,0.1024943672127333
brfss2024,BRFSS 2024,True,ev10,age_group,brfss2024|age_group,logreg_l2,False,47,logreg_l2|s47,8978,5,1.1740104721836462,0.7416418661778572,0.8706953175026267,-3.554107794035271,-1.1188803127579654,2.4352274812773054,0.6968029330628849,0.7201053693019244,0.023302436239039492,0.7100308679745689,0.7310478688498216,0.02101700087525271,0.1894694019011558
brfss2024,BRFSS 2024,True,ev10,sex,brfss2024|sex,logreg_l2,False,47,logreg_l2|s47,8978,2,1.0818163387443285,0.9641951453110633,1.0430820619354704,-1.9526751131118398,-1.2395032525839462,0.7131718605278936,0.7360876662538862,0.7541118018944528,0.018024135640566596,0.7389561234218267,0.7537886114632493,0.014832488041422565,0.014414017790401301
brfss2024,BRFSS 2024,True,ev10,race,brfss2024|race,logreg_l2,False,47,logreg_l2|s47,8978,8,1.215302010363693,0.9693506273326936,1.1780537661447295,-2.015018530211303,-1.3412588304393198,0.673759699771983,0.7398479052242836,0.7728817607843633,0.03303385556007976,0.7197746259738719,0.7743011644563758,0.05452653848250388,0.15501832045949693
brfss2024,BRFSS 2024,True,ev10,income,brfss2024|income,logreg_l2,False,47,logreg_l2|s47,8978,7,1.0500922234254526,1.0188052403875039,1.0698394601160166,-2.109314388298663,-1.2958420759325562,0.8134723123661067,0.7481602717307549,0.7577905370360019,0.00963026530524691,0.7463714035445602,0.7601151794440937,0.013743775899533461,0.08206664553025833
brfss2024,BRFSS 2024,True,ev10,health_plan,brfss2024|health_plan,logreg_l2,False,47,logreg_l2|s47,8978,2,1.005854217107397,1.061484642264739,1.0676988038167246,-2.2410367111181797,-1.5836821357997206,0.6573545753184591,0.7551584858518707,0.7602590795072626,0.0051005936553918385,0.7543103940339397,0.7621478170343746,0.007837423000434884,0.1024943672127333
brfss2024,BRFSS 2024,True,m30,age_group,brfss2024|age_group,random_forest,False,42,random_forest|s42,8978,6,1.6355102531330834,0.8071378262962075,1.320082190598997,-3.7525535856143075,-1.1290704240057807,2.623483161608527,0.7050531651084995,0.8090582043483654,0.10400503923986593,0.7075998199315904,0.8275106525628595,0.11991083263126912,0.09792680108420715
brfss2024,BRFSS 2024,True,m30,sex,brfss2024|sex,random_forest,False,42,random_forest|s42,8978,2,1.1941302875903244,1.066380166690288,1.2733968551304915,-2.009652433907804,-1.3472717520042636,0.6623806819035403,0.7547126379026707,0.7917167669757539,0.03700412907308315,0.7368463337558269,0.7635561019807642,0.026709768224937314,0.0326344500763035
brfss2024,BRFSS 2024,True,m30,race,brfss2024|race,random_forest,False,42,random_forest|s42,8978,8,1.6500036684477803,0.8481381987665858,1.3994311393155592,-2.29022580309657,-1.3074577393609808,0.9827680637355893,0.7156546444900835,0.8114642205484277,0.09580957605834417,0.7034887562345812,0.792844922443364,0.08935616620878284,0.28544536271808985
brfss2024,BRFSS 2024,True,m30,income,brfss2024|income,random_forest,False,42,random_forest|s42,8978,7,1.3252488164976162,1.0370979309690433,1.3744128056088512,-2.3642069688643517,-1.2934014465593262,1.0708055223050255,0.7496252668432916,0.8087585406993933,0.05913327385610179,0.7319103996172469,0.7777703969944545,0.045859997377207584,0.06612990802814811
brfss2024,BRFSS 2024,True,m30,health_plan,brfss2024|health_plan,random_forest,False,42,random_forest|s42,8978,2,1.1648758090586795,1.048669212372364,1.2215693971971857,-2.0607768058674076,-1.6646541724147912,0.39612263345261645,0.7557625975390168,0.7815511641927748,0.02578856665375806,0.7511964933821409,0.7559222089936175,0.004725715611476611,0.006884270862190456
brfss2024,BRFSS 2024,True,ev10,age_group,brfss2024|age_group,random_forest,False,42,random_forest|s42,8978,4,1.6355102531330834,0.8071378262962075,1.320082190598997,-3.3177119516387905,-1.1290704240057807,2.18864152763301,0.7050531651084995,0.8090582043483654,0.10400503923986593,0.7075998199315904,0.8000420524301977,0.09244223249860728,0.058287151843232854
brfss2024,BRFSS 2024,True,ev10,sex,brfss2024|sex,random_forest,False,42,random_forest|s42,8978,2,1.1941302875903244,1.066380166690288,1.2733968551304915,-2.009652433907804,-1.3472717520042636,0.6623806819035403,0.7547126379026707,0.7917167669757539,0.03700412907308315,0.7368463337558269,0.7635561019807642,0.026709768224937314,0.0326344500763035
brfss2024,BRFSS 2024,True,ev10,race,brfss2024|race,random_forest,False,42,random_forest|s42,8978,8,1.6500036684477803,0.8481381987665858,1.3994311393155592,-2.29022580309657,-1.3074577393609808,0.9827680637355893,0.7156546444900835,0.8114642205484277,0.09580957605834417,0.7034887562345812,0.792844922443364,0.08935616620878284,0.28544536271808985
brfss2024,BRFSS 2024,True,ev10,income,brfss2024|income,random_forest,False,42,random_forest|s42,8978,7,1.3252488164976162,1.0370979309690433,1.3744128056088512,-2.3642069688643517,-1.2934014465593262,1.0708055223050255,0.7496252668432916,0.8087585406993933,0.05913327385610179,0.7319103996172469,0.7777703969944545,0.045859997377207584,0.06612990802814811
brfss2024,BRFSS 2024,True,ev10,health_plan,brfss2024|health_plan,random_forest,False,42,random_forest|s42,8978,2,1.1648758090586795,1.048669212372364,1.2215693971971857,-2.0607768058674076,-1.6646541724147912,0.39612263345261645,0.7557625975390168,0.7815511641927748,0.02578856665375806,0.7511964933821409,0.7559222089936175,0.004725715611476611,0.006884270862190456
brfss2024,BRFSS 2024,True,m30,age_group,brfss2024|age_group,random_forest,False,43,random_forest|s43,8978,6,1.5241532010249876,0.8341872287149287,1.271429134900022,-3.5750763845386677,-1.1437110927047118,2.4313652918339557,0.710618723362552,0.8007762281760799,0.0901575048135278,0.7098549786144194,0.8216616498855873,0.11180667127116795,0.17463851047742995
brfss2024,BRFSS 2024,True,m30,sex,brfss2024|sex,random_forest,False,43,random_forest|s43,8978,2,1.1414112349006287,1.0645780572602237,1.2151213549855042,-2.0096360134364217,-1.3301867385838853,0.6794492748525365,0.7543173730841382,0.782976847618031,0.028659474533892837,0.7350415382469233,0.7624667563651171,0.02742521811819376,0.009101094199398085
brfss2024,BRFSS 2024,True,m30,race,brfss2024|race,random_forest,False,43,random_forest|s43,8978,8,1.1724975968958664,1.1186553956943708,1.3116207632062442,-2.3634806848833776,-1.523838231834196,0.8396424530491815,0.7644352042027943,0.8000299811415862,0.03559477693879187,0.7353193698844568,0.7876740198970458,0.05235465001258899,0.08747680890538034
brfss2024,BRFSS 2024,True,m30,income,brfss2024|income,random_forest,False,43,random_forest|s43,8978,7,1.316905342702824,1.0241149776402876,1.348662485596478,-2.363261214156859,-1.305416274446523,1.057844939710336,0.7471803467955371,0.8052346313619649,0.058054284566427805,0.7333206192224276,0.7806733201014415,0.04735270087901389,0.09928686209325699
brfss2024,BRFSS 2024,True,m30,health_plan,brfss2024|health_plan,random_forest,False,43,random_forest|s43,8978,2,1.1538148887826516,1.033280059018463,1.1922139163777195,-2.156038940160844,-1.6535202472368484,0.5025186929239955,0.7535855028298912,0.7769805770674996,0.023395074237608338,0.7513003405092431,0.7553158685388084,0.004015528029565285,0.046172824198694395
brfss2024,BRFSS 2024,True,ev10,age_group,brfss2024|age_group,random_forest,False,43,random_forest|s43,8978,4,1.5241532010249876,0.8341872287149287,1.271429134900022,-3.2011258593872554,-1.1437110927047118,2.0574147666825437,0.710618723362552,0.8007762281760799,0.0901575048135278,0.7098549786144194,0.7959335538443446,0.08607857522992524,0.053524377715218674
brfss2024,BRFSS 2024,True,ev10,sex,brfss2024|sex,random_forest,False,43,random_forest|s43,8978,2,1.1414112349006287,1.0645780572602237,1.2151213549855042,-2.0096360134364217,-1.3301867385838853,0.6794492748525365,0.7543173730841382,0.782976847618031,0.028659474533892837,0.7350415382469233,0.7624667563651171,0.02742521811819376,0.009101094199398085
brfss2024,BRFSS 2024,True,ev10,race,brfss2024|race,random_forest,False,43,random_forest|s43,8978,7,1.1724975968958664,1.1186553956943708,1.3116207632062442,-2.3634806848833776,-1.523838231834196,0.8396424530491815,0.7644352042027943,0.8000299811415862,0.03559477693879187,0.7353193698844568,0.7876740198970458,0.05235465001258899,0.05216057881685676
brfss2024,BRFSS 2024,True,ev10,income,brfss2024|income,random_forest,False,43,random_forest|s43,8978,7,1.316905342702824,1.0241149776402876,1.348662485596478,-2.363261214156859,-1.305416274446523,1.057844939710336,0.7471803467955371,0.8052346313619649,0.058054284566427805,0.7333206192224276,0.7806733201014415,0.04735270087901389,0.09928686209325699
brfss2024,BRFSS 2024,True,ev10,health_plan,brfss2024|health_plan,random_forest,False,43,random_forest|s43,8978,2,1.1538148887826516,1.033280059018463,1.1922139163777195,-2.156038940160844,-1.6535202472368484,0.5025186929239955,0.7535855028298912,0.7769805770674996,0.023395074237608338,0.7513003405092431,0.7553158685388084,0.004015528029565285,0.046172824198694395
brfss2024,BRFSS 2024,True,m30,age_group,brfss2024|age_group,random_forest,False,44,random_forest|s44,8978,5,1.761160958057393,0.8210682500235551,1.4460333458419914,-3.6538462107861784,-1.112914677754078,2.5409315330321007,0.7078543871844774,0.8266560741484524,0.11880168696397508,0.7091071032825087,0.8070189663424507,0.09791186305994204,0.26140025011446844
brfss2024,BRFSS 2024,True,m30,sex,brfss2024|sex,random_forest,False,44,random_forest|s44,8978,2,1.16622102882825,1.0729756556104633,1.2513267729937005,-1.9919182010442373,-1.3096324267950803,0.682285774249157,0.7556398725187197,0.7883275147011428,0.03268764218242315,0.7344280883284469,0.7597837565140935,0.025355668185646607,0.04743026012345386
brfss2024,BRFSS 2024,True,m30,race,brfss2024|race,random_forest,False,44,random_forest|s44,8978,8,1.2669000177214582,1.127964525204574,1.429018276970851,-2.1813986120612534,-1.3897550757225192,0.7916435363387342,0.7670490369696077,0.8143785587606832,0.047329521791075524,0.7437243079303251,0.8010591346692129,0.05733482673888779,0.11699602532212017
brfss2024,BRFSS 2024,True,m30,income,brfss2024|income,random_forest,False,44,random_forest|s44,8978,7,1.4690093487664302,1.025890440975194,1.5070426486026758,-2.3265428949255686,-1.3044149465923685,1.0221279483332002,0.7476504325420188,0.8252602749953198,0.07760984245330105,0.7296678203145625,0.7896456623479224,0.059977842033359985,0.03603336460911466
brfss2024,BRFSS 2024,True,m30,health_plan,brfss2024|health_plan,random_forest,False,44,random_forest|s44,8978,2,1.239395726616186,0.9803770459446434,1.215075121216391,-2.1966386406409506,-1.629574416777298,0.5670642238636525,0.7440395007852182,0.7803346903709226,0.036295189585704435,0.7352218750474356,0.7537595350576365,0.01853766001020085,0.02040738652182228
brfss2024,BRFSS 2024,True,ev10,age_group,brfss2024|age_group,random_forest,False,44,random_forest|s44,8978,4,1.761160958057393,0.8210682500235551,1.4460333458419914,-3.317409500736173,-1.112914677754078,2.2044948229820953,0.7078543871844774,0.8266560741484524,0.11880168696397508,0.7091071032825087,0.8070189663424507,0.09791186305994204,0.07895721422315671
brfss2024,BRFSS 2024,True,ev10,sex,brfss2024|sex,random_forest,False,44,random_forest|s44,8978,2,1.16622102882825,1.0729756556104633,1.2513267729937005,-1.9919182010442373,-1.3096324267950803,0.682285774249157,0.7556398725187197,0.7883275147011428,0.03268764218242315,0.7344280883284469,0.7597837565140935,0.025355668185646607,0.04743026012345386
brfss2024,BRFSS 2024,True,ev10,race,brfss2024|race,random_forest,False,44,random_forest|s44,8978,8,1.2669000177214582,1.127964525204574,1.429018276970851,-2.1813986120612534,-1.3897550757225192,0.7916435363387342,0.7670490369696077,0.8143785587606832,0.047329521791075524,0.7437243079303251,0.8010591346692129,0.05733482673888779,0.11699602532212017
brfss2024,BRFSS 2024,True,ev10,income,brfss2024|income,random_forest,False,44,random_forest|s44,8978,7,1.4690093487664302,1.025890440975194,1.5070426486026758,-2.3265428949255686,-1.3044149465923685,1.0221279483332002,0.7476504325420188,0.8252602749953198,0.07760984245330105,0.7296678203145625,0.7896456623479224,0.059977842033359985,0.03603336460911466
brfss2024,BRFSS 2024,True,ev10,health_plan,brfss2024|health_plan,random_forest,False,44,random_forest|s44,8978,2,1.239395726616186,0.9803770459446434,1.215075121216391,-2.1966386406409506,-1.629574416777298,0.5670642238636525,0.7440395007852182,0.7803346903709226,0.036295189585704435,0.7352218750474356,0.7537595350576365,0.01853766001020085,0.02040738652182228
brfss2024,BRFSS 2024,True,m30,age_group,brfss2024|age_group,random_forest,False,45,random_forest|s45,8978,5,1.5916518843124048,0.8128008146535596,1.2936959482139958,-3.720729350504091,-1.1137703210525616,2.6069590294515295,0.7061675568140278,0.8041886820522831,0.09802112523825535,0.7068092062119153,0.790648267200239,0.08383906098832361,0.1735266427339598
brfss2024,BRFSS 2024,True,m30,sex,brfss2024|sex,random_forest,False,45,random_forest|s45,8978,2,1.197125355151821,1.048447365996378,1.2551229253764054,-1.9946811851776598,-1.3278832419956315,0.6667979431820283,0.7515357708342902,0.7889125516105887,0.03737678077629847,0.7355995076102329,0.762588281312852,0.026988773702619095,0.029761780629242618
brfss2024,BRFSS 2024,True,m30,race,brfss2024|race,random_forest,False,45,random_forest|s45,8978,8,1.219533023092037,1.1622508423671145,1.4174032833832337,-2.2073271422006657,-1.525456856122981,0.6818702860776846,0.7718107854279244,0.8108336574587218,0.03902287203079746,0.7488373469050266,0.7947482710194571,0.04591092411443054,0.11583040205301987
brfss2024,BRFSS 2024,True,m30,income,brfss2024|income,random_forest,False,45,random_forest|s45,8978,7,1.2195365372464877,1.0720463440518995,1.3073996861928103,-2.391470449367167,-1.303119953550569,1.088350495816598,0.7558219250848668,0.7996534258119465,0.04383150072707975,0.7353763848838429,0.7764191770956821,0.04104279221183915,0.04892766548924521
brfss2024,BRFSS 2024,True,m30,health_plan,brfss2024|health_plan,random_forest,False,45,random_forest|s45,8978,2,1.2460716656354696,0.9666087411944885,1.2044637641580207,-2.2303758211635887,-1.6438742422492256,0.586501578914363,0.7416050631755314,0.7788074608960185,0.03720239772048706,0.7379485848271182,0.7546246788931612,0.01667609406604298,0.048069587781214174
brfss2024,BRFSS 2024,True,ev10,age_group,brfss2024|age_group,random_forest,False,45,random_forest|s45,8978,4,1.5916518843124048,0.8128008146535596,1.2936959482139958,-3.201237687809481,-1.1137703210525616,2.0874673667569192,0.7061675568140278,0.8041886820522831,0.09802112523825535,0.7068092062119153,0.790648267200239,0.08383906098832361,0.07936246449250195
brfss2024,BRFSS 2024,True,ev10,sex,brfss2024|sex,random_forest,False,45,random_forest|s45,8978,2,1.197125355151821,1.048447365996378,1.2551229253764054,-1.9946811851776598,-1.3278832419956315,0.6667979431820283,0.7515357708342902,0.7889125516105887,0.03737678077629847,0.7355995076102329,0.762588281312852,0.026988773702619095,0.029761780629242618
brfss2024,BRFSS 2024,True,ev10,race,brfss2024|race,random_forest,False,45,random_forest|s45,8978,8,1.219533023092037,1.1622508423671145,1.4174032833832337,-2.2073271422006657,-1.525456856122981,0.6818702860776846,0.7718107854279244,0.8108336574587218,0.03902287203079746,0.7488373469050266,0.7947482710194571,0.04591092411443054,0.11583040205301987
brfss2024,BRFSS 2024,True,ev10,income,brfss2024|income,random_forest,False,45,random_forest|s45,8978,7,1.2195365372464877,1.0720463440518995,1.3073996861928103,-2.391470449367167,-1.303119953550569,1.088350495816598,0.7558219250848668,0.7996534258119465,0.04383150072707975,0.7353763848838429,0.7764191770956821,0.04104279221183915,0.04892766548924521
brfss2024,BRFSS 2024,True,ev10,health_plan,brfss2024|health_plan,random_forest,False,45,random_forest|s45,8978,2,1.2460716656354696,0.9666087411944885,1.2044637641580207,-2.2303758211635887,-1.6438742422492256,0.586501578914363,0.7416050631755314,0.7788074608960185,0.03720239772048706,0.7379485848271182,0.7546246788931612,0.01667609406604298,0.048069587781214174
brfss2024,BRFSS 2024,True,m30,age_group,brfss2024|age_group,random_forest,False,46,random_forest|s46,8978,6,1.5488598330423353,0.8364431519867918,1.295533200735667,-3.574869120414815,-1.1296887770779913,2.4451803433368235,0.7110266642077165,0.8047451060779492,0.0937184418702327,0.7102354099055499,0.7856854393804842,0.07545002947493429,0.1987012987012987
brfss2024,BRFSS 2024,True,m30,sex,brfss2024|sex,random_forest,False,46,random_forest|s46,8978,2,1.1584495416717437,1.065787446190609,1.2346609785590092,-2.0129574664323657,-1.3273196214490315,0.6856378449833342,0.7545089340717972,0.7859816868579792,0.031472752786182,0.7359464886553417,0.7641142055103072,0.02816771685496544,0.006182658362170801
brfss2024,BRFSS 2024,True,m30,race,brfss2024|race,random_forest,False,46,random_forest|s46,8978,8,1.3776986175403572,1.0801542437495122,1.488127008344053,-2.4264919343822386,-1.5700049520674846,0.8564869823147541,0.7605015033904785,0.8198614946155498,0.059359991225071296,0.7249694294423082,0.806423042590125,0.08145361314781674,0.20707692307692316
brfss2024,BRFSS 2024,True,m30,income,brfss2024|income,random_forest,False,46,random_forest|s46,8978,7,1.2600760685695311,1.0333113673447942,1.302050925372035,-2.258941019454905,-1.284258126506672,0.974682892948233,0.7488329176684334,0.7978125559573531,0.048979638288919713,0.7379788698964291,0.772178495763568,0.03419962586713887,0.09361918195992347
brfss2024,BRFSS 2024,True,m30,health_plan,brfss2024|health_plan,random_forest,False,46,random_forest|s46,8978,2,1.2431000719284169,0.9691070537428306,1.2046970482140489,-2.165794276687362,-1.650678808362805,0.5151154683245569,0.741731205282693,0.7788877678178141,0.03715656253512112,0.7503316826347635,0.7557640115394209,0.005432328904657391,0.05377825294848104
brfss2024,BRFSS 2024,True,ev10,age_group,brfss2024|age_group,random_forest,False,46,random_forest|s46,8978,4,1.5488598330423353,0.8364431519867918,1.295533200735667,-3.237160130138218,-1.1296887770779913,2.1074713530602267,0.7110266642077165,0.8047451060779492,0.0937184418702327,0.7102354099055499,0.7856854393804842,0.07545002947493429,0.06801722056483461
brfss2024,BRFSS 2024,True,ev10,sex,brfss2024|sex,random_forest,False,46,random_forest|s46,8978,2,1.1584495416717437,1.065787446190609,1.2346609785590092,-2.0129574664323657,-1.3273196214490315,0.6856378449833342,0.7545089340717972,0.7859816868579792,0.031472752786182,0.7359464886553417,0.7641142055103072,0.02816771685496544,0.006182658362170801
brfss2024,BRFSS 2024,True,ev10,race,brfss2024|race,random_forest,False,46,random_forest|s46,8978,8,1.3776986175403572,1.0801542437495122,1.488127008344053,-2.4264919343822386,-1.5700049520674846,0.8564869823147541,0.7605015033904785,0.8198614946155498,0.059359991225071296,0.7249694294423082,0.806423042590125,0.08145361314781674,0.20707692307692316
brfss2024,BRFSS 2024,True,ev10,income,brfss2024|income,random_forest,False,46,random_forest|s46,8978,7,1.2600760685695311,1.0333113673447942,1.302050925372035,-2.258941019454905,-1.284258126506672,0.974682892948233,0.7488329176684334,0.7978125559573531,0.048979638288919713,0.7379788698964291,0.772178495763568,0.03419962586713887,0.09361918195992347
brfss2024,BRFSS 2024,True,ev10,health_plan,brfss2024|health_plan,random_forest,False,46,random_forest|s46,8978,2,1.2431000719284169,0.9691070537428306,1.2046970482140489,-2.165794276687362,-1.650678808362805,0.5151154683245569,0.741731205282693,0.7788877678178141,0.03715656253512112,0.7503316826347635,0.7557640115394209,0.005432328904657391,0.05377825294848104
brfss2024,BRFSS 2024,True,m30,age_group,brfss2024|age_group,random_forest,False,47,random_forest|s47,8978,6,1.6176840193322,0.821752771650785,1.3293363265414173,-3.640561342095749,-1.1584660167953609,2.482095325300388,0.7081440262104526,0.8128985204545549,0.10475449424410233,0.7061260120499826,0.8083413086730765,0.10221529662309392,0.15460965881901467
brfss2024,BRFSS 2024,True,m30,sex,brfss2024|sex,random_forest,False,47,random_forest|s47,8978,2,1.1495594011879668,1.0495705753528612,1.2065437221071451,-1.9811393081343243,-1.3287358293576972,0.6524034787766271,0.7517340894706624,0.7814474702200321,0.02971338074936969,0.7320445314779189,0.7577728034041369,0.02572827192621796,0.015525977596879348
brfss2024,BRFSS 2024,True,m30,race,brfss2024|race,random_forest,False,47,random_forest|s47,8978,8,1.2442744653504756,1.1465640248980051,1.4266403390700548,-2.2060372756265783,-1.3844560691908359,0.8215812064357424,0.7693636781097106,0.8142822556797027,0.04491857756999207,0.714552360122729,0.7822802174690597,0.06772785734633069,0.15931372549019607
brfss2024,BRFSS 2024,True,m30,income,brfss2024|income,random_forest,False,47,random_forest|s47,8978,7,1.366887086164035,1.0236861282434975,1.399263348981297,-2.319615065300902,-1.3152734142634648,1.004341651037437,0.7472462009724148,0.8116919918709138,0.064445790898499,0.7286152597491691,0.7860196199318434,0.05740436018267436,0.07402721407537582
brfss2024,BRFSS 2024,True,m30,health_plan,brfss2024|health_plan,random_forest,False,47,random_forest|s47,8978,2,1.1192425144678437,1.0525868753327705,1.1780999810433008,-2.1057284817319304,-1.6467917551566926,0.45893672657523776,0.7567356157762811,0.774735362841841,0.017999747065559846,0.7511783825107501,0.7543385628240022,0.003160180313252159,0.09153076389887282
brfss2024,BRFSS 2024,True,ev10,age_group,brfss2024|age_group,random_forest,False,47,random_forest|s47,8978,5,1.6176840193322,0.821752771650785,1.3293363265414173,-3.640561342095749,-1.1584660167953609,2.482095325300388,0.7081440262104526,0.8128985204545549,0.10475449424410233,0.7061260120499826,0.8083413086730765,0.10221529662309392,0.15460965881901467
brfss2024,BRFSS 2024,True,ev10,sex,brfss2024|sex,random_forest,False,47,random_forest|s47,8978,2,1.1495594011879668,1.0495705753528612,1.2065437221071451,-1.9811393081343243,-1.3287358293576972,0.6524034787766271,0.7517340894706624,0.7814474702200321,0.02971338074936969,0.7320445314779189,0.7577728034041369,0.02572827192621796,0.015525977596879348
brfss2024,BRFSS 2024,True,ev10,race,brfss2024|race,random_forest,False,47,random_forest|s47,8978,8,1.2442744653504756,1.1465640248980051,1.4266403390700548,-2.2060372756265783,-1.3844560691908359,0.8215812064357424,0.7693636781097106,0.8142822556797027,0.04491857756999207,0.714552360122729,0.7822802174690597,0.06772785734633069,0.15931372549019607
brfss2024,BRFSS 2024,True,ev10,income,brfss2024|income,random_forest,False,47,random_forest|s47,8978,7,1.366887086164035,1.0236861282434975,1.399263348981297,-2.319615065300902,-1.3152734142634648,1.004341651037437,0.7472462009724148,0.8116919918709138,0.064445790898499,0.7286152597491691,0.7860196199318434,0.05740436018267436,0.07402721407537582
brfss2024,BRFSS 2024,True,ev10,health_plan,brfss2024|health_plan,random_forest,False,47,random_forest|s47,8978,2,1.1192425144678437,1.0525868753327705,1.1780999810433008,-2.1057284817319304,-1.6467917551566926,0.45893672657523776,0.7567356157762811,0.774735362841841,0.017999747065559846,0.7511783825107501,0.7543385628240022,0.003160180313252159,0.09153076389887282
brfss2024,BRFSS 2024,True,m30,age_group,brfss2024|age_group,hgb_deep,False,42,hgb_deep|s42,8978,6,1.9223056350479828,1.008131902496519,1.937937637040702,-5.754246299711885,-1.1917616366973325,4.562484663014552,0.7438228025184859,0.8976345444447342,0.15381174192624836,0.7431043679539184,0.9478970660715896,0.2047926981176712,0.09240255008109555
brfss2024,BRFSS 2024,True,m30,sex,brfss2024|sex,hgb_deep,False,42,hgb_deep|s42,8978,2,1.0901979584996078,1.4982516325812447,1.6333908711587775,-2.3013184415258476,-1.493184591598681,0.8081338499271666,0.8176294611054584,0.8392456401323366,0.02161617902687818,0.7775961162566457,0.8006083200012448,0.023012203744599113,0.034053577104265265
brfss2024,BRFSS 2024,True,m30,race,brfss2024|race,hgb_deep,False,42,hgb_deep|s42,8978,8,1.4020608528271354,1.3788919609926933,1.9332904387858967,-2.74887790385511,-1.4905431170965664,1.2583347867585437,0.8058719038626363,0.8711513572746796,0.06527945341204333,0.7766919065886031,0.8248838060223106,0.0481918994337075,0.22935032139577594
brfss2024,BRFSS 2024,True,m30,income,brfss2024|income,hgb_deep,False,42,hgb_deep|s42,8978,7,1.2277700960762523,1.48227342434345,1.8198909846174334,-2.7144421251408977,-1.4905140593621042,1.2239280657787934,0.8161421082756077,0.8612478927259251,0.04510578445031732,0.7785090744796997,0.8118898453014352,0.033380770821735406,0.06146494245350553
brfss2024,BRFSS 2024,True,m30,health_plan,brfss2024|health_plan,hgb_deep,False,42,hgb_deep|s42,8978,2,1.052453364628977,1.5339432005825993,1.6144036826028985,-2.709691349052322,-1.871470625070152,0.83822072398217,0.8319337019375868,0.8335837214289936,0.0016500194914068622,0.794913804432885,0.8192257363310751,0.024311931898190142,0.028790144479122093
brfss2024,BRFSS 2024,True,ev10,age_group,brfss2024|age_group,hgb_deep,False,42,hgb_deep|s42,8978,4,1.6668299081837437,1.008131902496519,1.6803844064753755,-4.314886585138756,-1.1917616366973325,3.123124948441423,0.7438228025184859,0.8634544767960741,0.11963167427758825,0.7431043679539184,0.8756701861059293,0.13256581815201085,0.040548791724248745
brfss2024,BRFSS 2024,True,ev10,sex,brfss2024|sex,hgb_deep,False,42,hgb_deep|s42,8978,2,1.0901979584996078,1.4982516325812447,1.6333908711587775,-2.3013184415258476,-1.493184591598681,0.8081338499271666,0.8176294611054584,0.8392456401323366,0.02161617902687818,0.7775961162566457,0.8006083200012448,0.023012203744599113,0.034053577104265265
brfss2024,BRFSS 2024,True,ev10,race,brfss2024|race,hgb_deep,False,42,hgb_deep|s42,8978,8,1.4020608528271354,1.3788919609926933,1.9332904387858967,-2.74887790385511,-1.4905431170965664,1.2583347867585437,0.8058719038626363,0.8711513572746796,0.06527945341204333,0.7766919065886031,0.8248838060223106,0.0481918994337075,0.22935032139577594
brfss2024,BRFSS 2024,True,ev10,income,brfss2024|income,hgb_deep,False,42,hgb_deep|s42,8978,7,1.2277700960762523,1.48227342434345,1.8198909846174334,-2.7144421251408977,-1.4905140593621042,1.2239280657787934,0.8161421082756077,0.8612478927259251,0.04510578445031732,0.7785090744796997,0.8118898453014352,0.033380770821735406,0.06146494245350553
brfss2024,BRFSS 2024,True,ev10,health_plan,brfss2024|health_plan,hgb_deep,False,42,hgb_deep|s42,8978,2,1.052453364628977,1.5339432005825993,1.6144036826028985,-2.709691349052322,-1.871470625070152,0.83822072398217,0.8319337019375868,0.8335837214289936,0.0016500194914068622,0.794913804432885,0.8192257363310751,0.024311931898190142,0.028790144479122093
brfss2024,BRFSS 2024,True,m30,age_group,brfss2024|age_group,hgb_deep,False,43,hgb_deep|s43,8978,6,1.8393306953972868,1.0141805675521156,1.8654134485740477,-5.405036767868586,-1.1886593209918577,4.216377446876728,0.7448810759391375,0.8842764944035798,0.13939541846444226,0.744969268744806,0.9341700766619923,0.1892008079171863,0.16862535612535612
brfss2024,BRFSS 2024,True,m30,sex,brfss2024|sex,hgb_deep,False,43,hgb_deep|s43,8978,2,1.1288067432021196,1.4132581320554423,1.5952953093494149,-2.310719376225665,-1.4533729994616498,0.8573463767640153,0.8068582464491447,0.8352184814353729,0.028360234986228194,0.7721882577774714,0.8030329377142333,0.030844679936761987,0.008073144803730004
brfss2024,BRFSS 2024,True,m30,race,brfss2024|race,hgb_deep,False,43,hgb_deep|s43,8978,8,1.2605794956941117,1.4368309155330385,1.8112395909003465,-2.805729157529825,-1.696720135462796,1.109009022067029,0.8133991637556084,0.8613579094260315,0.04795874567042313,0.7885116803547143,0.8349173010586008,0.04640562070388654,0.14925788497217074
